PassengerId,group,Earth,Europa,Mars,CryoSleep,A,B,C,D,E,F,G,T,55 Cancri e,PSO J318.5-22,TRAPPIST-1e,VIP,scaled_RommService,scaled_FoodCourt,scaled_ShoppingMall,scaled_Spa,scaled_VRDeck,Transported
2314_01,0,1,0,0,1.0,0,0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0
2315_01,0,0,1,0,1.0,0,1,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1
2316_01,0,1,0,0,1.0,0,0,0,0,0,0,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1
2317_01,0,1,0,0,0.0,0,0,0,0,0,0,1,0,0,0,1,0.0,0.0,1.4882716911752498,0.0,1.5409691103966303,0.0,0
2318_01,0,1,0,0,0.0,0,0,0,0,0,1,0,0,0,0,1,0.0,1.3065668786726035,0.8783820744571478,2.0832293532895205,0.0,0.43629452587267725,0
2319_01,0,0,0,0,1.0,0,0,0,0,0,0,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0
2320_01,0,1,0,0,0.0,0,0,0,0,0,1,0,0,1,0,0,0.0,0.0,1.6136030081317818,0.0,0.7668258415285046,0.8499855457278126,0
2321_01,0,1,0,0,1.0,0,0,0,0,0,0,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1
2325_01,0,1,0,0,1.0,0,0,0,0,0,0,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0
2327_01,0,0,1,0,0.0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,2.023950350335562,1.9284773436698799,1.711074722085627,0.18790182470910757,1
2329_01,0,0,0,1,1.0,0,0,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1
2332_01,0,1,0,0,0.0,0,0,0,0,0,1,0,0,0,0,1,0.0,1.7020723391696795,0.0,0.9691656839909223,1.8565033320036637,0.0,0
2333_01,0,0,0,1,0.0,0,0,0,0,1,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0
2336_01,1,0,1,0,1.0,1,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1
2336_02,1,0,1,0,0.0,1,0,0,0,0,0,0,0,0,0,1,1.0,1.952469315704816,1.6574200096214984,0.9165882988692126,1.833793925966235,2.2332007189964305,0
2338_01,1,1,0,0,1.0,0,0,0,0,0,0,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1
2338_02,1,1,0,0,0.0,0,0,0,0,0,1,0,0,0,0,1,0.0,0.7106519766445111,0.0,0.0,1.7009927898615511,0.0,0
2339_01,0,0,0,1,0.0,0,0,0,0,0,1,0,0,0,0,1,0.0,1.928708361842065,0.0,1.3079895630168095,0.0,0.0,0
2340_01,0,1,0,0,0.0,0,0,0,0,0,1,0,0,0,1,0,0.0,0.0,0.0,2.094403682265381,0.0,0.0,0
2341_01,0,1,0,0,0.0,0,0,0,0,0,1,0,0,0,0,1,0.0,0.0,1.6214760992485144,0.0,0.0,0.0,1
2345_01,0,1,0,0,1.0,0,0,0,0,0,0,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0
2347_01,1,1,0,0,,0,0,0,0,0,1,0,0,1,0,0,0.0,1.7283534076214473,0.7519185836123723,0.0,0.0,0.0,0
2347_02,1,1,0,0,1.0,0,0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1
2347_03,1,1,0,0,1.0,0,0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0
2347_04,1,1,0,0,1.0,0,0,0,0,0,0,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1
2347_05,1,1,0,0,1.0,0,0,0,0,0,0,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1
2347_06,1,1,0,0,0.0,0,0,0,0,0,0,1,0,1,0,0,0.0,0.0,0.0,0.2242438242175754,1.6132890471270769,0.0,0
2347_07,1,1,0,0,0.0,0,0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0
2348_01,0,0,1,0,0.0,0,0,0,1,0,0,0,0,1,0,0,1.0,0.0,1.729331127778787,1.4094626303033044,1.8278259798281211,1.9306838215291726,0
2349_01,0,1,0,0,0.0,0,0,0,0,0,0,1,0,0,0,1,0.0,0.0,1.6011255407897216,0.0,0.0,1.4151603190113586,0
2353_01,1,1,0,0,0.0,0,0,0,0,0,0,1,0,0,0,1,0.0,0.887511217448728,2.091130565743932,1.4410501840290175,0.0,0.0,1
2353_02,1,1,0,0,0.0,0,0,0,0,0,1,0,0,1,0,0,0.0,1.825714375724838,0.0,0.0,0.0,0.0,0
2356_01,1,0,0,1,0.0,0,0,0,1,0,0,0,0,0,0,1,1.0,1.790803821531693,1.0719665435783046,0.0,0.4512916199214712,0.0,0
2356_02,1,0,0,1,1.0,0,0,0,1,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1
2356_03,1,0,0,1,1.0,0,0,0,1,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1
2357_01,0,1,0,0,0.0,0,0,0,0,1,0,0,0,0,0,1,0.0,0.0,1.4628799994212784,2.2328186399245546,1.3527060843550633,0.0,0
2360_01,0,1,0,0,1.0,0,0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1
2361_01,1,1,0,0,1.0,0,0,0,0,0,0,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0
2361_02,1,1,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,2.159323753241478,0.0,0.0,1
2363_01,0,0,1,0,0.0,0,0,1,0,0,0,0,0,0,0,1,0.0,2.097675343074195,2.2128442627413354,1.2013979499600964,0.0,1.6632597967491711,1
2364_01,0,1,0,0,0.0,0,0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.3372261973790022,0.5796618766207391,1.7030417198605035,0.9478508595793452,1
2365_01,0,0,1,0,1.0,0,0,0,1,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1
2366_01,0,0,0,1,1.0,0,0,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0
2367_01,0,1,0,0,0.0,0,0,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,1.6290234740744451,0.0,0
2368_01,0,0,0,1,0.0,0,0,0,0,1,0,0,0,0,0,1,0.0,1.7129874857170808,0.0,1.8075612815766693,0.0,1.2692556873612617,0
2369_01,0,1,0,0,0.0,0,0,0,0,0,1,0,0,0,0,1,0.0,0.29583707248290936,0.0,2.1934095082084974,0.0,1.0,0
2373_01,0,0,1,0,0.0,0,0,0,1,0,0,0,0,0,0,1,0.0,0.0,2.059698871230972,0.0,2.257814851284541,1.2373264695265533,0
2374_01,0,0,0,1,0.0,0,0,0,0,1,0,0,0,0,0,1,0.0,1.6533635114492964,0.0,2.35093094228629,0.0,0.0,1
2375_01,0,1,0,0,0.0,0,0,0,0,0,0,1,0,1,0,0,0.0,0.0,0.0,2.099849365527332,1.1443226042805579,0.0,1
2376_01,0,1,0,0,0.0,0,0,0,0,0,1,0,0,1,0,0,0.0,0.0,0.827366028255924,0.0,0.0,1.7652366824789183,0
2377_01,0,0,1,0,1.0,0,0,1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1
2379_01,0,1,0,0,0.0,0,0,0,0,0,1,0,0,0,0,1,0.0,1.4185420572000387,0.0,2.1090448890009763,0.0,0.0,0
2382_01,0,1,0,0,0.0,0,0,0,0,0,1,0,0,1,0,0,0.0,0.0,0.8505509234761259,0.0,1.8105501794364682,0.0,0
2384_01,1,1,0,0,1.0,0,0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0
2384_02,1,1,0,0,1.0,0,0,0,0,0,0,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0
2384_03,1,1,0,0,0.0,0,0,0,0,0,0,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1
2384_04,1,1,0,0,0.0,0,0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1
2384_05,1,1,0,0,1.0,0,0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0
2384_06,1,1,0,0,,0,0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0
2384_07,1,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1
2385_01,0,0,0,1,0.0,0,0,0,0,0,1,0,0,0,0,1,0.0,2.0143484956555264,0.0,1.4094626303033044,0.0,0.2978173459810155,0
2387_01,0,1,0,0,0.0,0,0,0,0,1,0,0,0,0,0,1,0.0,0.0,1.4574673767843407,0.0,1.646400753375106,1.6792105755032214,1
2389_01,0,1,0,0,0.0,0,0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.9313448972142149,0.0,1.6412377774542748,0.0,0
2390_01,0,1,0,0,,0,0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,0.0,1.0270120013058808,2.2564056499761365,0
2391_01,0,1,0,0,0.0,0,0,0,0,1,0,0,0,0,0,1,0.0,1.7890563623944562,0.7162562210501102,0.0,0.0,0.0,0
2392_01,0,0,0,0,1.0,0,0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1
2395_01,0,1,0,0,0.0,0,0,0,0,0,0,1,0,0,0,1,0.0,1.7686684931473438,0.0,0.0,0.0,0.0,0
2396_01,1,1,0,0,0.0,0,0,0,0,1,0,0,0,0,0,1,0.0,0.0,1.538010031158847,0.0,1.4254574572820824,1.8055822188528379,0
2396_02,1,1,0,0,0.0,0,0,0,0,0,0,1,0,0,0,1,0.0,1.8176384011254552,0.0,1.1003399121765107,0.0,0.0,0
2397_01,0,1,0,0,0.0,0,0,0,0,0,0,1,0,1,0,0,0.0,0.0,1.6291023439156882,0.0,0.0,0.0,0
2398_01,0,1,0,0,0.0,0,0,0,0,0,1,0,0,0,0,1,0.0,0.0,1.6199217343348988,1.2242438242175753,0.0,0.43629452587267725,0
2399_01,0,0,0,1,0.0,0,0,0,0,1,0,0,0,0,0,1,1.0,1.8176384011254552,0.0,1.8651284121061338,0.0,0.0,0
2401_01,0,1,0,0,1.0,0,0,0,0,0,0,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1
2402_01,0,1,0,0,1.0,0,0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0
2403_01,0,1,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.5239995654055677,0.0,0.0,1.7068032124392107,0.0,0
2404_01,1,0,1,0,0.0,0,0,1,0,0,0,0,0,0,0,1,0.0,0.0,1.5322652688889176,0.6295320036582305,1.985323772308761,1.9933104380288382,0
2404_02,1,0,1,0,1.0,0,0,1,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1
2404_03,1,0,1,0,0.0,0,0,1,0,0,0,0,0,1,0,0,0.0,1.8093127139304979,2.097387048623418,1.5747226134559122,0.969739174232513,1.915382015456742,1
2404_04,1,0,0,0,1.0,0,0,1,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1
2406_01,0,0,0,1,1.0,0,0,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1
2409_01,1,1,0,0,0.0,0,0,0,0,0,1,0,0,1,0,0,0.0,1.528650501538871,1.454407496422531,0.0,0.0,0.2978173459810155,0
2409_02,1,1,0,0,1.0,0,0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1
2410_01,0,1,0,0,1.0,0,0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1
2411_01,0,1,0,0,0.0,0,0,0,0,0,1,0,0,0,0,1,0.0,0.7928859131524942,1.8625748063472016,0.9165882988692126,0.0,0.0,1
2412_01,0,1,0,0,1.0,0,0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1
2413_01,0,1,0,0,1.0,0,0,0,0,0,0,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1
2414_01,0,0,1,0,0.0,0,0,0,0,0,0,0,1,0,0,1,0.0,0.0,1.8272330644475803,0.2242438242175754,2.0274948205887164,2.1151729571268545,0
2416_01,0,1,0,0,0.0,0,0,0,0,0,0,1,0,0,0,1,0.0,0.5916741449658187,0.0,2.259363975305637,0.0,1.786904075886093,0
2417_01,0,1,0,0,0.0,0,0,0,0,0,0,1,0,0,0,1,0.0,0.6457112531348923,0.8353423914104244,0.0,1.694744053986893,0.595634691962031,0
2419_01,0,1,0,0,1.0,0,0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1
2421_01,0,0,0,1,0.0,0,0,0,0,1,0,0,0,0,0,1,,0.0,0.0,0.0,0.0,0.0,1
2423_01,0,1,0,0,1.0,0,0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0
2424_01,0,1,0,0,0.0,0,0,0,0,0,0,1,0,0,0,1,0.0,0.9495872064079016,1.3153339046921817,2.3784208660965778,0.0,0.0,1
2426_01,1,0,0,1,1.0,0,0,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1
2426_02,1,0,0,1,1.0,0,0,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1
2427_01,0,0,1,0,1.0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1
2429_01,0,1,0,0,0.0,0,0,0,0,0,1,0,0,0,0,1,0.0,1.2706092103613411,0.9791961085978589,1.8780508700582226,0.0,1.736809257598318,0
2431_01,0,1,0,0,0.0,0,0,0,0,0,1,0,0,0,0,1,0.0,0.0,0.1686130986895011,0.0,1.5965058026507173,1.4469266741011972,0
2432_01,0,1,0,0,0.0,0,0,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,1.4135839020003624,0.0,0.0,0
2433_01,0,0,1,0,1.0,0,0,1,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1
2435_01,0,1,0,0,0.0,0,0,0,0,0,1,0,0,0,0,1,0.0,0.3733048224778867,0.0,1.0780196520933814,0.0,2.147508073810622,0
2436_01,0,1,0,0,0.0,0,0,0,0,0,1,0,0,0,0,1,0.0,1.7858820721045943,0.0,0.0,0.0,1.0,0
2438_01,0,0,0,1,1.0,0,0,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1
2439_01,0,1,0,0,0.0,0,0,0,0,0,1,0,0,0,0,1,0.0,1.460844146831354,1.5291148067791582,0.8298007536825655,0.0,0.0,1
2441_01,0,1,0,0,0.0,0,0,0,0,0,1,0,0,1,0,0,0.0,0.0,0.5833054849228712,2.005960535192922,0.0,1.6045235220880527,0
2442_01,0,0,0,1,1.0,0,0,0,0,0,1,0,0,0,0,1,,0.0,0.0,0.0,0.0,0.0,1
2443_01,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,1,0.0,1.9616748461363993,1.4699144350656312,1.4010591590487964,0.0,0.0,0
2444_01,0,1,0,0,0.0,0,0,0,0,0,1,0,0,1,0,0,0.0,0.4824894837218527,1.3291168704161582,0.35541805240316376,1.5376182319433478,1.0813538626521542,0
2445_01,0,1,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,1.7234773771305512,0.2672454385532548,1.0662541572094912,1.130555754454908,1.147802891708828,0
2446_01,0,1,0,0,0.0,0,0,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,2.10082971613555,0.0,1.2316192054482022,1
2449_01,1,0,0,1,1.0,0,0,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1
2449_02,1,0,0,1,1.0,0,0,0,0,1,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0
2449_03,1,0,0,1,1.0,0,0,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1
2451_01,0,0,0,0,1.0,0,0,0,0,0,0,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0
2452_01,0,1,0,0,0.0,0,0,0,0,0,1,0,0,1,0,0,0.0,1.6871360243448812,0.1686130986895011,1.0780196520933814,1.2798566139783552,0.0,0
2453_01,0,0,0,1,1.0,0,0,0,0,1,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1
2454_01,0,1,0,0,0.0,0,0,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,1.2735199112411384,1.7532963076067463,0
2455_01,0,0,0,1,0.0,0,0,0,0,0,1,0,0,0,0,1,0.0,1.7011019507031115,0.0,2.2850052271894237,0.0,1.5226225653436845,0
2456_01,0,1,0,0,1.0,0,0,0,0,0,0,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0
2457_01,0,1,0,0,1.0,0,0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1
2458_01,0,1,0,0,0.0,0,0,0,0,0,1,0,0,0,0,1,0.0,0.9247126870847869,1.1025878299636793,2.0574204219560004,0.0,0.0,1
2460_01,0,1,0,0,1.0,0,0,0,0,0,0,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1
2461_01,0,0,0,0,1.0,0,0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0
2462_01,0,1,0,0,1.0,0,0,0,0,0,0,1,0,0,1,0,,0.0,0.0,0.0,0.0,0.0,0
2463_01,0,1,0,0,0.0,0,0,0,0,1,0,0,0,0,0,1,0.0,1.0934062777324662,0.0,0.8039057008383146,0.0,0.0,0
2466_01,0,1,0,0,0.0,0,0,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,1.3299312210050631,1.7124826108757956,0.0,0
2467_01,0,0,0,1,0.0,0,0,0,1,0,0,0,0,0,0,1,0.0,1.8598682493802003,0.0,1.259064007316461,0.0,0.6500335135983297,0
2470_01,1,1,0,0,0.0,0,0,0,0,0,0,1,0,0,0,1,0.0,1.3287675166917927,0.0,0.0,1.5969504111487836,0.0,0
2470_02,1,1,0,0,0.0,0,0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,0.0,1.5860570096721345,0.0,0
2471_01,0,1,0,0,0.0,0,0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,1.9764360001354457,1.1443226042805579,1.5986301371437004,0
2472_01,0,1,0,0,0.0,0,0,0,0,1,0,0,0,0,0,1,0.0,1.7848156053321824,0.3372261973790022,1.1003399121765107,0.0,0.0,0
2474_01,0,0,0,1,1.0,0,0,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1
2475_01,0,0,1,0,0.0,0,0,1,0,0,0,0,0,0,0,1,0.0,0.0,0.8017363156597643,0.0,2.0605942928523677,2.223049817435232,0
2476_01,0,1,0,0,0.0,0,0,0,0,0,1,0,0,0,0,1,,0.0,0.0,0.0,0.0,1.9360992039850515,0
2477_01,1,0,1,0,1.0,0,0,1,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1
2477_02,1,0,1,0,1.0,0,0,1,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1
2478_01,0,1,0,0,1.0,0,0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0
2479_01,0,1,0,0,1.0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0
2480_01,0,1,0,0,0.0,0,0,0,0,0,1,0,0,1,0,0,0.0,1.7570763514586227,0.0,0.0,0.0,0.7680417263016122,0
2483_01,0,1,0,0,0.0,0,0,0,0,0,1,0,0,1,0,0,0.0,2.1168180457186523,1.2826955369558966,0.0,0.0,0.0,0
2486_01,1,1,0,0,0.0,0,0,0,0,0,1,0,0,0,0,1,0.0,1.7001280526865319,1.2789240306902614,1.1003399121765107,0.0,0.0,0
2486_02,1,1,0,0,0.0,0,0,0,0,0,1,0,0,0,0,1,0.0,1.7153029127778143,1.6064574206848141,1.2904979814270665,0.0,1.743437583670859,0
2488_01,0,0,0,1,0.0,0,0,0,1,0,0,0,0,0,0,1,0.0,2.2641401844713216,0.0,2.026306127172937,0.0,1.684687227036247,0
2489_01,0,0,1,0,1.0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1
2491_01,0,1,0,0,0.0,0,0,0,0,0,0,1,0,0,1,0,0.0,0.18665241123894336,1.9275002337155582,2.04253035716725,0.0,1.962053323225751,0
2492_01,0,0,0,1,1.0,0,0,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1
2496_01,0,1,0,0,0.0,0,0,0,0,0,1,0,0,0,0,1,0.0,1.11991446743366,0.0,0.0,1.6352046590982336,0.0,0
2497_01,0,1,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.8806676278717858,1.742563115071652,0
2498_01,0,1,0,0,0.0,0,0,0,0,1,0,0,0,0,0,1,0.0,1.345661854409359,0.0,1.140832123086788,1.686163688788222,0.0,0
2499_01,0,0,1,0,1.0,0,0,1,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1
2500_01,0,1,0,0,0.0,0,0,0,0,0,0,1,0,0,0,1,0.0,1.5095444401247318,0.9205316823018733,0.0,1.7554856976916569,1.636128669315509,0
2502_01,0,1,0,0,0.0,0,0,0,0,0,0,1,0,0,0,1,0.0,1.8235637909269138,0.604471635932257,0.0,0.0,0.2978173459810155,0
2503_01,1,0,0,1,0.0,0,0,0,0,0,1,0,0,0,0,1,0.0,1.545625831161839,0.0,2.1395319922553426,1.3718732753817209,0.0,0
2503_02,1,0,0,1,0.0,0,0,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1
2505_01,1,0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,1,0.0,0.0,0.6239426073894736,1.8354077476378927,1.5555196959259263,0.18790182470910757,0
2505_02,1,1,0,0,0.0,0,0,0,0,1,0,0,0,0,0,1,0.0,0.0,0.3915074910131681,0.4484876484351508,1.585127596629517,1.4834506634714382,0
2506_01,1,0,0,0,0.0,1,0,0,0,0,0,0,0,1,0,0,0.0,0.0,1.90383927944476,1.2386246563289358,2.343843137824548,0.43629452587267725,0
2506_02,1,0,1,0,1.0,1,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1
2506_03,1,0,1,0,0.0,1,0,0,0,0,0,0,0,1,0,0,0.0,0.9649789674437054,1.900023784383393,0.0,1.4968167340143574,1.8131128428411318,0
2508_01,1,0,1,0,1.0,0,0,0,1,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1
2508_02,1,0,1,0,1.0,0,0,0,1,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1
2509_01,0,1,0,0,0.0,0,0,0,0,0,1,0,0,0,0,1,0.0,0.0,0.5344908771065096,2.278571071819534,0.0,0.0,0
2510_01,0,0,0,1,0.0,0,0,0,0,0,1,0,0,0,0,1,0.0,0.9495872064079016,0.0,2.3299312210050633,1.1361531103341707,0.0,1
2512_01,1,0,1,0,0.0,0,0,1,0,0,0,0,0,1,0,0,0.0,0.0,2.2082499541709057,0.0,1.9981099487425056,2.28110392451092,0
2512_02,1,0,1,0,1.0,0,0,1,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1
2513_01,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.9748129759360393,0.0,1.6336735258191837,0.0,0
2515_01,1,0,1,0,0.0,0,1,0,0,0,0,0,0,1,0,0,1.0,0.18665241123894336,1.8658875887774777,0.0,1.5302013462413706,2.352462496603534,0
2515_02,1,0,1,0,1.0,0,1,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1
2516_01,0,1,0,0,0.0,0,0,0,0,0,0,1,0,1,0,0,0.0,1.1626240277512538,0.6891997754414121,0.0,1.3479759801056772,1.68792088403525,0
2518_01,1,0,1,0,1.0,0,0,1,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1
2518_02,1,0,1,0,1.0,0,0,1,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1
2519_01,0,1,0,0,0.0,0,0,0,0,0,1,0,0,0,0,1,0.0,1.3861302229639267,1.6183573734367607,1.8895378324641685,0.0,0.0,1
2520_01,0,0,1,0,0.0,0,0,1,0,0,0,0,0,0,0,1,0.0,0.0,2.090905723061034,0.0,1.423696116896228,1.9069172678089459,0
2521_01,0,0,0,1,1.0,0,0,0,0,1,0,0,0,0,0,1,,0.0,0.0,0.0,0.0,0.0,0
2522_01,0,0,0,1,1.0,0,0,0,0,0,1,0,0,0,0,1,,0.0,0.0,0.0,0.0,0.0,1
2523_01,0,0,1,0,1.0,0,1,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1
2524_01,0,0,1,0,1.0,0,0,0,1,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1
2526_01,0,0,1,0,1.0,0,1,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1
2527_01,0,1,0,0,1.0,0,0,0,0,0,0,1,0,0,1,0,,0.0,0.0,0.0,0.0,0.0,1
2528_01,0,0,0,1,0.0,0,0,0,0,0,1,0,0,0,0,1,0.0,1.739539273331114,1.4646577706563475,1.5206780355557714,0.0,0.0,1
2530_01,0,0,0,1,0.0,0,0,0,0,0,1,0,0,0,0,1,0.0,2.008359074059769,0.0,1.6957861608677218,0.0,0.0,0
2531_01,0,1,0,0,1.0,0,0,0,0,0,0,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1
2532_01,1,0,0,1,0.0,0,0,0,0,0,1,0,0,0,0,1,0.0,1.7779614273243254,0.8783820744571478,2.4029882968649945,0.0,0.0,0
2532_02,1,0,0,1,1.0,0,0,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1
2534_01,1,0,1,0,0.0,0,1,0,0,0,0,0,0,1,0,0,0.0,0.0,1.5740690951810234,0.0,0.0,1.968599728734442,0
2534_02,1,0,1,0,1.0,0,1,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1
2535_01,0,1,0,0,1.0,0,0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0
2537_01,0,1,0,0,0.0,0,0,0,0,1,0,0,0,0,1,0,0.0,0.0,0.5344908771065096,1.8365175787542727,0.8954878227854364,1.587222351674489,1
2540_01,0,0,0,1,0.0,0,0,0,0,1,0,0,0,0,0,1,0.0,1.5735642966038743,0.0,1.977154125742521,0.0,1.7258548366581568,0
2541_01,0,0,1,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1.7760573656823397,1.5671693804125988,1.8510555356213492,1.9345937695609576,0
2542_01,0,0,0,1,0.0,0,0,0,0,1,0,0,0,0,0,1,0.0,1.8112570004136455,0.0,1.0780196520933814,1.1994518384259452,1.0066937976416752,0
2544_01,1,0,1,0,0.0,0,1,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1
