sctb_cd,sctb_nm,item1_cd,item1_nm,item2_cd,item2_nm,item3_cd,item3_nm,item4_cd,item4_nm,sttst_unit,sttst_pntm,sttst_vl
200Y001,"2.1.1.1. 주요지표(연간지표)",20103,"국민총소득",,,,,,,% ,1967,10.4
200Y001,"2.1.1.1. 주요지표(연간지표)",20103,"국민총소득",,,,,,,% ,1966,12.8
200Y001,"2.1.1.1. 주요지표(연간지표)",20103,"국민총소득",,,,,,,% ,1965,7.9
200Y001,"2.1.1.1. 주요지표(연간지표)",20103,"국민총소득",,,,,,,% ,1964,8
200Y001,"2.1.1.1. 주요지표(연간지표)",20103,"국민총소득",,,,,,,% ,1963,11.2
200Y001,"2.1.1.1. 주요지표(연간지표)",20103,"국민총소득",,,,,,,% ,1962,4
200Y001,"2.1.1.1. 주요지표(연간지표)",20103,"국민총소득",,,,,,,% ,1961,5.8
200Y001,"2.1.1.1. 주요지표(연간지표)",20103,"국민총소득",,,,,,,% ,1960,2.2
200Y001,"2.1.1.1. 주요지표(연간지표)",20103,"국민총소득",,,,,,,% ,1959,5.3
200Y001,"2.1.1.1. 주요지표(연간지표)",20103,"국민총소득",,,,,,,% ,1958,6.8
200Y001,"2.1.1.1. 주요지표(연간지표)",20103,"국민총소득",,,,,,,% ,1957,10.4
200Y001,"2.1.1.1. 주요지표(연간지표)",30103,"설비투자",,,,,,,% ,1999,35.5
200Y001,"2.1.1.1. 주요지표(연간지표)",30103,"설비투자",,,,,,,% ,1998,-38.6
200Y001,"2.1.1.1. 주요지표(연간지표)",30103,"설비투자",,,,,,,% ,1997,-8
200Y001,"2.1.1.1. 주요지표(연간지표)",30103,"설비투자",,,,,,,% ,1996,10.3
200Y001,"2.1.1.1. 주요지표(연간지표)",30103,"설비투자",,,,,,,% ,1995,16
200Y001,"2.1.1.1. 주요지표(연간지표)",2010105,"건설??",,,,,,,% ,1968,38.5
200Y001,"2.1.1.1. 주요지표(연간지표)",2010105,"건설업",,,,,,,% ,1967,18.9
200Y001,"2.1.1.1. 주요지표(연간지표)",2010105,"건설업",,,,,,,% ,1966,21.5
200Y001,"2.1.1.1. 주요지표(연간지표)",2010105,"건설업",,,,,,,% ,1965,24.4
200Y001,"2.1.1.1. 주요지표(연간지표)",2010105,"건설업",,,,,,,% ,1964,5.5
200Y001,"2.1.1.1. 주요지표(연간지표)",2010105,"건설업",,,,,,,% ,1963,17.1
200Y001,"2.1.1.1. 주요지표(연간지표)",2010105,"건설업",,,,,,,% ,1962,14.7
200Y001,"2.1.1.1. 주요지표(연간지표)",2010105,"건설업",,,,,,,% ,1961,9.6
200Y001,"2.1.1.1. 주요지표(연간지표)",2010105,"건설업",,,,,,,% ,1960,-1.9
200Y001,"2.1.1.1. 주요지표(연간지표)",3010101,"민간",,,,,,,% ,1973,9.1
200Y001,"2.1.1.1. 주요지표(연간지표)",2010105,"건설업",,,,,,,% ,1959,21.5
200Y001,"2.1.1.1. 주요지표(연간지표)",2010105,"건설업",,,,,,,% ,1958,2.6
200Y001,"2.1.1.1. 주요지표(연간지표)",2010105,"건설업",,,,,,,% ,1957,25.3
200Y001,"2.1.1.1. 주요지표(연간지표)",2010105,"건설업",,,,,,,% ,1955,-0.4
200Y001,"2.1.1.1. 주요지표(연간지표)",2010105,"건설업",,,,,,,% ,1954,23
200Y001,"2.1.1.1. 주요지표(연간지표)",2010104,"전기, 가스 및 수도사업",,,,,,,% ,2021,4
200Y001,"2.1.1.1. 주요지표(연간지표)",2010104,"전기, 가스 및 수도사업",,,,,,,% ,2020,4.1
200Y001,"2.1.1.1. 주요지표(연간지표)",2010104,"전기, 가스 및 수도사업",,,,,,,% ,2019,4.3
200Y001,"2.1.1.1. 주요지표(연간지표)",2010104,"전기, 가스 및 수도사업",,,,,,,% ,2018,-1.7
200Y001,"2.1.1.1. 주요지표(연간지표)",2010104,"전기, 가스 및 수도사업",,,,,,,% ,2017,6.2
200Y001,"2.1.1.1. 주요지표(연간지표)",2010104,"전기, 가스 및 수도사업",,,,,,,% ,2016,-1.2
200Y001,"2.1.1.1. 주요지표(연간지표)",2010104,"전기, 가스 및 수도사업",,,,,,,% ,2015,3.1
200Y001,"2.1.1.1. 주요지표(연간지표)",2010104,"전기, 가스 및 수도사업",,,,,,,% ,2014,2.5
200Y001,"2.1.1.1. 주요지표(연간지표)",2010104,"전기, 가스 및 수도사업",,,,,,,% ,2013,-2.5
200Y001,"2.1.1.1. 주요지표(연간지표)",2010104,"전기, 가스 및 수도사업",,,,,,,% ,2012,1.8
200Y001,"2.1.1.1. 주요지표(연간지표)",2010104,"전기, 가스 및 수도사업",,,,,,,% ,2011,-0.2
200Y001,"2.1.1.1. 주요지표(연간지표)",2010104,"전기, 가스 및 수도사업",,,,,,,% ,2010,4.2
200Y001,"2.1.1.1. 주요지표(연간지표)",2010104,"전기, 가스 및 수도사업",,,,,,,% ,2009,4.7
200Y001,"2.1.1.1. 주요지표(연간지표)",2010104,"전기, 가스 및 수도사업",,,,,,,% ,2008,3.6
200Y001,"2.1.1.1. 주요지표(연간지표)",2010104,"전기, 가스 및 수도사업",,,,,,,% ,2007,4
200Y001,"2.1.1.1. 주요지표(연간지표)",2010104,"전기, 가스 및 수도사업",,,,,,,% ,2006,2.7
200Y001,"2.1.1.1. 주요지표(연간지표)",2010104,"전기, 가스 및 수도사업",,,,,,,% ,2005,7.1
200Y001,"2.1.1.1. 주요지표(연간지표)",2010104,"전기, 가스 및 수도사업",,,,,,,% ,2004,6.8
200Y001,"2.1.1.1. 주요지표(연간지표)",2010104,"전기, 가스 및 수도사업",,,,,,,% ,2003,3.5
200Y001,"2.1.1.1. 주요지표(연간지표)",2010104,"전기, 가스 및 수도사업",,,,,,,% ,2002,8.7
200Y001,"2.1.1.1. 주요지표(연간지표)",2010104,"전기, 가스 및 수도사업",,,,,,,% ,1994,13.7
200Y001,"2.1.1.1. 주요지표(연간지표)",2010104,"전기, 가스 및 수도사업",,,,,,,% ,1993,13.2
200Y001,"2.1.1.1. 주요지표(연간지표)",2010104,"전기, 가스 및 수도사업",,,,,,,% ,1992,13.5
200Y001,"2.1.1.1. 주요지표(연간지표)",2010104,"전기, 가스 및 수도사업",,,,,,,% ,1991,11.2
200Y001,"2.1.1.1. 주요지표(연간지표)",2010104,"전기, 가스 및 수도사업",,,,,,,% ,1990,16.9
200Y001,"2.1.1.1. 주요지표(연간지표)",2010104,"전기, 가스 및 수도사업",,,,,,,% ,1989,12
200Y001,"2.1.1.1. 주요지표(연간지표)",2010104,"전기, 가스 및 수도사업",,,,,,,% ,1988,10.3
200Y001,"2.1.1.1. 주요지표(연간지표)",2010104,"전기, 가스 및 수도사업",,,,,,,% ,1987,12.5
200Y001,"2.1.1.1. 주요지표(연간지표)",10101,"국내총생산(명목, 원화표시)",,,,,,,십억원 ,1955,114.22
200Y001,"2.1.1.1. 주요지표(연간지표)",10101,"국내총생산(명목, 원화표시)",,,,,,,십억원 ,1954,66.28
200Y001,"2.1.1.1. 주요지표(연간지표)",10101,"국내총생산(명목, 원화표시)",,,,,,,십억원 ,1953,47.74
200Y001,"2.1.1.1. 주요지표(연간지표)",6010102,"정부",,,,,,,% ,1992,11.1
200Y001,"2.1.1.1. 주요지표(연간지표)",70103,"제도부문별",,,,,,,,2020,
200Y001,"2.1.1.1. 주요지표(연간지표)",3010601,"(재화)",,,,,,,% ,1999,29.5
200Y001,"2.1.1.1. 주요지표(연간지표)",10102,"국민총소득(명목, 원화표시)",,,,,,,십억원 ,1972,4277
200Y001,"2.1.1.1. 주요지표(연간지표)",90101,"총수출",,,,,,,% ,1996,25.5
200Y001,"2.1.1.1. 주요지표(연간지표)",90101,"총수출",,,,,,,% ,1995,26.4
200Y001,"2.1.1.1. 주요지표(연간지표)",90101,"총수출",,,,,,,% ,1994,24.7
200Y001,"2.1.1.1. 주요지표(연간지표)",90101,"총수출",,,,,,,% ,1993,24.4
200Y001,"2.1.1.1. 주요지표(연간지표)",2010104,"전기, 가스 및 수도사업",,,,,,,% ,1986,26.8
200Y001,"2.1.1.1. 주요지표(연간지표)",2010104,"전기, 가스 및 수도사업",,,,,,,% ,1985,20.2
200Y001,"2.1.1.1. 주요지표(연간지표)",2010104,"전기, 가스 및 수도사업",,,,,,,% ,1984,26.6
200Y001,"2.1.1.1. 주요지표(연간지표)",2010104,"전기, 가스 및 수도사업",,,,,,,% ,1983,29.8
200Y001,"2.1.1.1. 주요지표(연간지표)",2010104,"전기, 가스 및 수도사업",,,,,,,% ,1982,6.1
200Y001,"2.1.1.1. 주요지표(연간지표)",2010104,"전기, 가스 및 수도사업",,,,,,,% ,1981,15.6
200Y001,"2.1.1.1. 주요지표(연간지표)",2010104,"전기, 가스 및 수도사업",,,,,,,% ,1980,7
200Y001,"2.1.1.1. 주요지표(연간지표)",2010104,"전기, 가스 및 수도사업",,,,,,,% ,1979,7.1
200Y001,"2.1.1.1. 주요지표(연간지표)",2010104,"전기, 가스 및 수도사업",,,,,,,% ,1978,33.7
200Y001,"2.1.1.1. 주요지표(연간지표)",2010104,"전기, 가스 및 수도사업",,,,,,,% ,1977,7.9
200Y001,"2.1.1.1. 주요지표(연간지표)",2010104,"전기, 가스 및 수도사업",,,,,,,% ,1976,22
200Y001,"2.1.1.1. 주요지표(연간지표)",2010104,"전기, 가스 및 수도사업",,,,,,,% ,1975,12.7
200Y001,"2.1.1.1. 주요지표(연간지표)",2010104,"전기, 가스 및 수도사업",,,,,,,% ,1974,13.5
200Y001,"2.1.1.1. 주요지표(연간지표)",2010104,"전기, 가스 및 수도사업",,,,,,,% ,1973,18.1
200Y001,"2.1.1.1. 주요지표(연간지표)",3010201,"건설투자",,,,,,,% ,1978,26.1
200Y001,"2.1.1.1. 주요지표(연간지표)",3010201,"건설투자",,,,,,,% ,1977,27.1
200Y001,"2.1.1.1. 주요지표(연간지표)",3010201,"건설투자",,,,,,,% ,1976,13.5
200Y001,"2.1.1.1. 주요지표(연간지표)",3010201,"건설투자",,,,,,,% ,1975,7.9
200Y001,"2.1.1.1. 주요지표(연간지표)",3010201,"건설투자",,,,,,,% ,1974,13.5
200Y001,"2.1.1.1. 주요지표(연간지표)",3010201,"건설투자",,,,,,,% ,1973,28.6
200Y001,"2.1.1.1. 주요지표(연간지표)",3010201,"건설투자",,,,,,,% ,1972,-1.9
200Y001,"2.1.1.1. 주요지표(연간지표)",3010201,"건설투자",,,,,,,% ,1971,-1.5
200Y001,"2.1.1.1. 주요지표(연간지표)",3010201,"건설투자",,,,,,,% ,1970,10.5
200Y001,"2.1.1.1. 주요지표(연간지표)",3010201,"건설투자",,,,,,,% ,1969,30.2
200Y001,"2.1.1.1. 주요지표(연간지표)",3010201,"건설투자",,,,,,,% ,1968,43.8
200Y001,"2.1.1.1. 주요지표(연간지표)",3010201,"건설투자",,,,,,,% ,1967,21.9
200Y001,"2.1.1.1. 주요지표(연간지표)",3010201,"건설투자",,,,,,,% ,1966,26.3
200Y001,"2.1.1.1. 주요지표(연간지표)",3010201,"건설투자",,,,,,,% ,1965,30.2
200Y001,"2.1.1.1. 주요지표(연간지표)",3010201,"건설투자",,,,,,,% ,1964,4.3
200Y001,"2.1.1.1. 주요지표(연간지표)",3010201,"건설투자",,,,,,,% ,1963,22.3
200Y001,"2.1.1.1. 주요지표(연간지표)",3010201,"건설투자",,,,,,,% ,1962,26.3
200Y001,"2.1.1.1. 주요지표(연간지표)",3010201,"건설투자",,,,,,,% ,1961,9.7
200Y001,"2.1.1.1. 주요지표(연간지표)",3010201,"건설투자",,,,,,,% ,1960,1.8
200Y001,"2.1.1.1. 주요지표(연간지표)",3010201,"건설투자",,,,,,,% ,1959,18
200Y001,"2.1.1.1. 주요지표(연간지표)",3010201,"건설투자",,,,,,,% ,1958,0.6
200Y001,"2.1.1.1. 주요지표(연간지표)",3010201,"건설투자",,,,,,,% ,1957,25.2
200Y001,"2.1.1.1. 주요지표(연간지표)",3010201,"건설투자",,,,,,,% ,1956,-6.7
200Y001,"2.1.1.1. 주요지표(연간지표)",3010201,"건설투자",,,,,,,% ,1955,12.7
200Y001,"2.1.1.1. 주요지표(연간지표)",3010201,"건설투자",,,,,,,% ,1954,22.4
200Y001,"2.1.1.1. 주요지표(연간지표)",9010201,"(재화)",,,,,,,% ,1957,9.9
200Y001,"2.1.1.1. 주요지표(연간지표)",9010201,"(재화)",,,,,,,% ,1956,12.5
200Y001,"2.1.1.1. 주요지표(연간지표)",9010201,"(재화)",,,,,,,% ,1955,9.6
200Y001,"2.1.1.1. 주요지표(연간지표)",7010106,"가계",,,,,,,% ,2001,61.7
200Y001,"2.1.1.1. 주요지표(연간지표)",9010201,"(재화)",,,,,,,% ,1954,7
200Y001,"2.1.1.1. 주요지표(연간지표)",9010201,"(재화)",,,,,,,% ,1953,9.5
200Y001,"2.1.1.1. 주요지표(연간지표)",90102,"총수입",,,,,,,% ,2021,39.6
200Y001,"2.1.1.1. 주요지표(연간지표)",3010208,"총고정자본형성(정부)",,,,,,,% ,2021,-5.3
200Y001,"2.1.1.1. 주요지표(연간지표)",3010208,"총고정자본형성(정부)",,,,,,,% ,2020,3.4
200Y001,"2.1.1.1. 주요지표(연간지표)",3010208,"총고정자본형성(정부)",,,,,,,% ,2019,11.4
200Y001,"2.1.1.1. 주요지표(연간지표)",3010208,"총고정자본형성(정부)",,,,,,,% ,2018,2.6
200Y001,"2.1.1.1. 주요지표(연간지표)",3010208,"총고정자본형성(정부)",,,,,,,% ,2017,2.2
200Y001,"2.1.1.1. 주요지표(연간지표)",3010208,"총고정자본형성(정부)",,,,,,,% ,2016,6.8
200Y001,"2.1.1.1. 주요지표(연간지표)",3010208,"총고정자본형성(정부)",,,,,,,% ,2015,5.2
200Y001,"2.1.1.1. 주요지표(연간지표)",3010208,"총고정자본형성(정부)",,,,,,,% ,2014,-6.3
200Y001,"2.1.1.1. 주요지표(연간지표)",3010208,"총고정자본형성(정부)",,,,,,,% ,2013,4.1
200Y001,"2.1.1.1. 주요지표(연간지표)",3010208,"총고정자본형성(정부)",,,,,,,% ,2012,-2.5
200Y001,"2.1.1.1. 주요지표(연간지표)",3010208,"총고정자본형성(정부)",,,,,,,% ,2011,-4.8
200Y001,"2.1.1.1. 주요지표(연간지표)",3010208,"총고정자본형성(정부)",,,,,,,% ,2010,-13.5
200Y001,"2.1.1.1. 주요지표(연간지표)",3010208,"총고정자본형성(정부)",,,,,,,% ,2009,24.6
200Y001,"2.1.1.1. 주요지표(연간지표)",3010207,"총고정자본형성(민간)",,,,,,,% ,1974,16.3
200Y001,"2.1.1.1. 주요지표(연간지표)",3010207,"총고정자본형성(민간)",,,,,,,% ,1973,34.4
200Y001,"2.1.1.1. 주요지표(연간지표)",3010207,"총고정자본형성(민간)",,,,,,,% ,1972,4.5
200Y001,"2.1.1.1. 주요지표(연간지표)",3010207,"총고정자본형성(민간)",,,,,,,% ,1971,5.5
200Y001,"2.1.1.1. 주요지표(연간지표)",30102,"총고정자본형성",,,,,,,% ,2021,2.8
200Y001,"2.1.1.1. 주요지표(연간지표)",30102,"총고정자본형성",,,,,,,% ,2020,3.5
200Y001,"2.1.1.1. 주요지표(연간지표)",3010101,"민간",,,,,,,% ,1962,9.7
200Y001,"2.1.1.1. 주요지표(???간지표)",3010101,"민간",,,,,,,% ,1961,2.3
200Y001,"2.1.1.1. 주요지표(연간지표)",3010101,"민간",,,,,,,% ,1960,1.1
200Y001,"2.1.1.1. 주요지표(연간지표)",3010101,"민간",,,,,,,% ,1959,6.8
200Y001,"2.1.1.1. 주요지표(연간지표)",3010101,"민간",,,,,,,% ,1958,8.8
200Y001,"2.1.1.1. 주요지표(연간지표)",3010101,"민간",,,,,,,% ,1957,4.7
200Y001,"2.1.1.1. 주요지표(연간지표)",3010101,"민간",,,,,,,% ,1954,7.3
200Y001,"2.1.1.1. 주요지표(연간지표)",30101,"최종소비지출(실질증감률)",,,,,,,% ,2021,4.2
200Y001,"2.1.1.1. 주요지표(연간지표)",30101,"최종소비지출(실질증감률)",,,,,,,% ,2020,-2.2
200Y001,"2.1.1.1. 주요지표(연간지표)",30101,"최종소비지출(실질증감률)",,,,,,,% ,2019,3.2
200Y001,"2.1.1.1. 주요지표(연간지표)",20102,"국내총소득",,,,,,,% ,1974,6.2
200Y001,"2.1.1.1. 주요지표(연간지표)",20102,"국내총소득",,,,,,,% ,1973,14.6
200Y001,"2.1.1.1. 주요지표(연간지표)",20102,"국내총소득",,,,,,,% ,1972,6.9
200Y001,"2.1.1.1. 주요지표(연간지표)",20102,"국내총소득",,,,,,,% ,1971,10.1
200Y001,"2.1.1.1. 주요지표(연간지표)",20102,"국내총소득",,,,,,,% ,1970,9.1
200Y001,"2.1.1.1. 주요지표(연간지표)",20102,"국내총소득",,,,,,,% ,1969,13.9
200Y001,"2.1.1.1. 주요지표(연간지표)",20102,"국내총소득",,,,,,,% ,1968,13.1
200Y001,"2.1.1.1. 주요지표(연간지표)",20102,"국내총소득",,,,,,,% ,1967,9.1
200Y001,"2.1.1.1. 주요지표(연간지표)",20102,"국내총소득",,,,,,,% ,1966,11.6
200Y001,"2.1.1.1. 주요지표(연간지표)",20102,"국내총소득",,,,,,,% ,1965,7.8
200Y001,"2.1.1.1. 주요지표(연간지표)",20102,"국내총소득",,,,,,,% ,1964,8
200Y001,"2.1.1.1. 주요지표(연간지표)",20102,"국내총소득",,,,,,,% ,1963,11.3
200Y001,"2.1.1.1. 주요지표(연간지표)",20102,"국내총소득",,,,,,,% ,1962,3.9
200Y001,"2.1.1.1. 주요지표(연간지표)",20102,"국내총소득",,,,,,,% ,1961,6
200Y001,"2.1.1.1. 주요지표(연간지표)",20102,"국내총소득",,,,,,,% ,1960,2.3
200Y001,"2.1.1.1. 주요지표(연간지표)",20102,"국내총소득",,,,,,,% ,1959,5.3
200Y001,"2.1.1.1. 주요지표(연간지표)",20102,"국내총소득",,,,,,,% ,1958,6.8
200Y001,"2.1.1.1. 주요지표(연간지표)",20102,"국내총소득",,,,,,,% ,1957,10.4
200Y001,"2.1.1.1. 주요지표(연간지표)",20102,"국내총소득",,,,,,,% ,1956,-0.8
200Y001,"2.1.1.1. 주요지표(연간지표)",701040201,"가계",,,,,,,% ,1996,70.8
200Y001,"2.1.1.1. 주요지표(연간지표)",701040201,"가계",,,,,,,% ,1995,69.3
200Y001,"2.1.1.1. 주요지표(연간지표)",701040201,"가계",,,,,,,% ,1994,70.5
200Y001,"2.1.1.1. 주요지표(연간지표)",701040201,"가계",,,,,,,% ,1993,71.7
200Y001,"2.1.1.1. 주요지표(연간지표)",701040201,"가계",,,,,,,% ,1992,71.8
200Y001,"2.1.1.1. 주요지표(연간지표)",701040201,"가계",,,,,,,% ,1991,71.8
200Y001,"2.1.1.1. 주요지표(연간지표)",701040201,"가계",,,,,,,% ,1990,70
200Y001,"2.1.1.1. 주요지표(연간지표)",701040201,"가계",,,,,,,% ,1989,70.3
200Y001,"2.1.1.1. 주요지표(연간지표)",701040201,"가계",,,,,,,% ,1988,69.3
200Y001,"2.1.1.1. 주요지표(연간지표)",701040201,"가계",,,,,,,% ,1987,70.1
200Y001,"2.1.1.1. 주요지표(연간지표)",701040201,"가계",,,,,,,% ,1986,70.9
200Y001,"2.1.1.1. 주요지표(연간지표)",20101,"국내총생산(실질성장률)",,,,,,,% ,1975,7.8
200Y001,"2.1.1.1. 주요지표(연간지표)",40105,"서비스업",,,,,,,% ,1981,48.2
200Y001,"2.1.1.1. 주요지표(연간지표)",40105,"서비스업",,,,,,,% ,1980,48
200Y001,"2.1.1.1. 주요지표(연간지표)",40105,"서비스업",,,,,,,% ,1979,43.9
200Y001,"2.1.1.1. 주요지표(연간지표)",40105,"서비스업",,,,,,,% ,1978,43.8
200Y001,"2.1.1.1. 주요지표(연간지표)",40105,"서비스업",,,,,,,% ,1977,43.9
200Y001,"2.1.1.1. 주요지표(연간지표)",2010105,"건설업",,,,,,,% ,1979,4.5
200Y001,"2.1.1.1. 주요지표(연간지표)",2010105,"건설업",,,,,,,% ,1977,28.3
200Y001,"2.1.1.1. 주요지표(연간지표)",2010105,"건설업",,,,,,,% ,1976,9.4
200Y001,"2.1.1.1. 주요지표(연간지표)",2010105,"건설업",,,,,,,% ,1975,5.8
200Y001,"2.1.1.1. 주요지표(연간지표)",2010105,"건설업",,,,,,,% ,1974,11.3
200Y001,"2.1.1.1. 주요지표(연간지표)",2010105,"건설업",,,,,,,% ,1973,23.1
200Y001,"2.1.1.1. 주요지표(연간지표)",2010105,"건설업",,,,,,,% ,1972,-2
200Y001,"2.1.1.1. 주요지표(연간지표)",2010105,"건설업",,,,,,,% ,1971,-2.1
200Y001,"2.1.1.1. 주요지표(연간지표)",2010105,"건설업",,,,,,,% ,1970,4.3
200Y001,"2.1.1.1. 주요지표(연간지표)",2010105,"건설업",,,,,,,% ,1969,38.2
200Y001,"2.1.1.1. 주요지표(연간지표)",2010104,"???기, 가스 및 수도사업",,,,,,,% ,1967,28.3
200Y001,"2.1.1.1. 주요지표(??간지표)",8010104,"정부",,,,,,,% ,1977,5.2
200Y001,"2.1.1.1. 주요지표(연간지표)",8010104,"정부",,,,,,,% ,1976,5.3
200Y001,"2.1.1.1. 주요지표(연간지표)",8010104,"정부",,,,,,,% ,1975,3.3
200Y001,"2.1.1.1. 주요지표(연간지표)",8010104,"정부",,,,,,,% ,1979,7
200Y001,"2.1.1.1. 주요지표(연간지표)",8010104,"정부",,,,,,,% ,1978,6.2
200Y001,"2.1.1.1. 주요지표(연간지표)",2010104,"전기, 가스 및 수도사업",,,,,,,% ,1995,7.4
200Y001,"2.1.1.1. 주요지표(연간지표)",3010301,"(기계류)",,,,,,,% ,1981,-1.7
200Y001,"2.1.1.1. 주요지표(연간지표)",3010301,"(기계류)",,,,,,,% ,1980,-24.9
200Y001,"2.1.1.1. 주요지표(연간지표)",3010301,"(기계류)",,,,,,,% ,1979,19.1
200Y001,"2.1.1.1. 주요지표(연간지표)",3010301,"(기계류)",,,,,,,% ,1978,55.1
200Y001,"2.1.1.1. 주요지표(연간지표)",3010301,"(기계류)",,,,,,,% ,1977,58
200Y001,"2.1.1.1. 주요지표(연간지표)",3010301,"(기계류)",,,,,,,% ,1976,60.8
200Y001,"2.1.1.1. 주요지표(연간지표)",3010301,"(기계류)",,,,,,,% ,1975,19.6
200Y001,"2.1.1.1. 주요지표(연간지표)",3010301,"(기계류)",,,,,,,% ,1974,-4.7
200Y001,"2.1.1.1. 주요지표(연간지표)",3010301,"(기계류)",,,,,,,% ,1973,29.4
200Y001,"2.1.1.1. 주요지표(연간지표)",3010301,"(기계류)",,,,,,,% ,1972,5.3
200Y001,"2.1.1.1. 주요지표(연간지표)",3010301,"(기계류)",,,,,,,% ,1971,22.7
200Y001,"2.1.1.1. 주요지표(연간지표)",30103,"설비투자",,,,,,,% ,2020,7.2
200Y001,"2.1.1.1. 주요지표(연간지표)",30103,"설비투자",,,,,,,% ,2019,-6.6
200Y001,"2.1.1.1. 주요지표(연간지표)",30105,"재화와서비스의수출",,,,,,,% ,1959,15.8
200Y001,"2.1.1.1. 주요지표(연간지표)",30105,"재화와서비스의수출",,,,,,,% ,1958,18.5
200Y001,"2.1.1.1. 주요지표(연간지표)",30105,"재화와서비스의수출",,,,,,,% ,1957,23.2
200Y001,"2.1.1.1. 주요지표(연간지표)",30105,"재화와서비스의수출",,,,,,,% ,1956,1.2
200Y001,"2.1.1.1. 주요지표(연간지표)",30105,"재화와서비스의수출",,,,,,,% ,1955,-7.2
200Y001,"2.1.1.1. 주요지표(연간지표)",30105,"재화와서비스의수출",,,,,,,% ,1954,-38.4
200Y001,"2.1.1.1. 주요지표(연간지표)",30104,"지식재산생산물투자",,,,,,,% ,2021,4.4
200Y001,"2.1.1.1. 주요지표(연간지표)",30104,"지식재산생산물투자",,,,,,,% ,2020,3.4
200Y001,"2.1.1.1. 주요지표(연간지표)",30104,"지식재산생산물투자",,,,,,,% ,2017,6.5
200Y001,"2.1.1.1. 주요지표(연간지표)",30104,"지식재산생산물투자",,,,,,,% ,2016,4
200Y001,"2.1.1.1. 주요지표(연간지표)",9010301,"(등락률)",,,,,,,% ,2002,3
200Y001,"2.1.1.1. 주요지표(연간지표)",9010301,"(등락률)",,,,,,,% ,2001,3.5
200Y001,"2.1.1.1. 주요지표(연간지표)",9010301,"(등락률)",,,,,,,% ,2000,1
200Y001,"2.1.1.1. 주요지표(연간지표)",9010301,"(등락률)",,,,,,,% ,1999,-1.2
200Y001,"2.1.1.1. 주요지표(연간지표)",9010301,"(등락률)",,,,,,,% ,1986,5
200Y001,"2.1.1.1. 주요지표(연간지표)",9010301,"(등락률)",,,,,,,% ,1985,4
200Y001,"2.1.1.1. 주요지표(연간지표)",9010301,"(등락률)",,,,,,,% ,1984,4.4
200Y001,"2.1.1.1. 주요지표(연간지표)",9010301,"(등락률)",,,,,,,% ,1983,4.8
200Y001,"2.1.1.1. 주요지표(연간지표)",9010301,"(등락률)",,,,,,,% ,1982,6.5
200Y001,"2.1.1.1. 주요지표(연간지표)",9010301,"(등락률)",,,,,,,% ,1981,16.6
200Y001,"2.1.1.1. 주요지표(연간지표)",9010301,"(등락률)",,,,,,,% ,1980,24.7
200Y001,"2.1.1.1. 주요지표(연간지표)",10102,"국민총소득(명목, 원화표시)",,,,,,,십억원 ,2015,1663206.6
200Y001,"2.1.1.1. 주요지표(연간지표)",701050103,"정부",,,,,,,% ,2008,15.6
200Y001,"2.1.1.1. 주요지표(연간지표)",701050103,"정부",,,,,,,% ,2007,17
200Y001,"2.1.1.1. 주요지표(연간지표)",701050103,"정부",,,,,,,% ,2006,16.4
200Y001,"2.1.1.1. 주요지표(연간지표)",9010301,"(등락률)",,,,,,,% ,1989,6.1
200Y001,"2.1.1.1. 주요지표(연간지표)",9010301,"(등락률)",,,,,,,% ,1988,7.1
200Y001,"2.1.1.1. 주요지표(연간지표)",9010301,"(등락률)",,,,,,,% ,1987,4.8
200Y001,"2.1.1.1. 주요지표(연간지표)",80101,"총저축률",,,,,,,% ,1971,15.6
200Y001,"2.1.1.1. 주요지표(연간지표)",80101,"총저축률",,,,,,,% ,1970,18.5
200Y001,"2.1.1.1. 주요지표(연간지표)",80101,"총저축률",,,,,,,% ,1969,21.1
200Y001,"2.1.1.1. 주요지표(연간지표)",80101,"총저축률",,,,,,,% ,1968,18.2
200Y001,"2.1.1.1. 주요지표(연간지표)",80101,"총저축률",,,,,,,% ,1967,15.7
200Y001,"2.1.1.1. 주요지표(연간지표)",80101,"총저축률",,,,,,,% ,1966,16.3
200Y001,"2.1.1.1. 주요지표(연간지표)",80101,"총저축률",,,,,,,% ,1965,12.5
200Y001,"2.1.1.1. 주요지표(연간지표)",80101,"총저축률",,,,,,,% ,1978,31.1
200Y001,"2.1.1.1. 주요지표(연간지표)",80101,"총저축률",,,,,,,% ,1977,28.5
200Y001,"2.1.1.1. 주요지표(연간지표)",80101,"총저축률",,,,,,,% ,1976,24.9
200Y001,"2.1.1.1. 주요지표(연간지표)",80101,"총저축률",,,,,,,% ,1975,19.4
200Y001,"2.1.1.1. 주요지표(연간지표)",80101,"총저축률",,,,,,,% ,1974,22.1
200Y001,"2.1.1.1. 주요지표(연간지표)",80101,"총저축률",,,,,,,% ,1973,22.9
200Y001,"2.1.1.1. 주요지표(연간지표)",80101,"총저축률",,,,,,,% ,1972,17.5
200Y001,"2.1.1.1. 주요지표(연간지표)",80101,"총저축률",,,,,,,% ,1964,13.5
200Y001,"2.1.1.1. 주요지표(연간지표)",8010201,"(국내총고정투자율)",,,,,,,% ,1960,10.4
200Y001,"2.1.1.1. 주요지표(연간지표)",8010201,"(국내총고정투자율)",,,,,,,% ,1959,10.6
200Y001,"2.1.1.1. 주요지표(연간지표)",8010201,"(국내총고정투자율)",,,,,,,% ,1958,9.5
