지점,지점명,일시,1시간평균 미세먼지농도(㎍/㎥)
108,서울,2023-03-25 13:00,159
108,서울,2023-03-25 14:00,156
108,서울,2023-03-25 15:00,163
108,서울,2023-03-25 16:00,155
108,서울,2023-03-25 17:00,175
108,서울,2023-03-25 18:00,162
108,서울,2023-03-25 19:00,136
108,서울,2023-03-25 20:00,123
108,서울,2023-03-25 21:00,117
108,서울,2023-03-25 22:00,112
108,서울,2023-03-25 23:00,116
108,서울,2023-03-26 00:00,118
108,서울,2023-03-26 01:00,125
108,서울,2023-03-26 02:00,120
108,서울,2023-03-26 03:00,119
108,서울,2023-03-26 04:00,106
108,서울,2023-03-26 05:00,91
108,서울,2023-03-26 06:00,84
108,서울,2023-03-26 07:00,69
108,서울,2023-03-26 08:00,68
108,서울,2023-03-26 09:00,76
108,서울,2023-03-26 10:00,78
108,서울,2023-03-26 11:00,71
108,서울,2023-03-26 12:00,55
108,서울,2023-03-26 13:00,63
108,서울,2023-03-26 14:00,53
108,서울,2023-03-26 15:00,60
108,서울,2023-03-26 16:00,62
108,서울,2023-03-26 17:00,69
108,서울,2023-03-26 18:00,70
108,서울,2023-03-26 19:00,67
108,서울,2023-03-26 20:00,40
108,서울,2023-03-26 21:00,20
108,서울,2023-03-26 22:00,19
108,서울,2023-03-26 23:00,27
108,서울,2023-03-27 00:00,29
108,서울,2023-03-27 01:00,42
108,서울,2023-03-27 02:00,50
108,서울,2023-03-27 03:00,45
108,서울,2023-03-27 04:00,47
108,서울,2023-03-27 05:00,43
108,서울,2023-03-27 06:00,37
108,서울,2023-03-27 07:00,49
108,서울,2023-03-27 08:00,41
108,서울,2023-03-27 09:00,44
108,서울,2023-03-27 10:00,50
108,서울,2023-03-27 11:00,69
108,서울,2023-03-27 12:00,64
108,서울,2023-03-27 13:00,66
108,서울,2023-03-27 14:00,64
108,서울,2023-03-27 15:00,61
108,서울,2023-03-27 16:00,67
108,서울,2023-03-27 17:00,87
108,서울,2023-03-27 18:00,74
108,서울,2023-03-27 19:00,54
108,서울,2023-03-27 20:00,44
108,서울,2023-03-27 21:00,27
108,서울,2023-03-27 22:00,27
108,서울,2023-03-27 23:00,38
108,서울,2023-03-28 00:00,38
108,서울,2023-03-28 01:00,50
108,서울,2023-03-28 02:00,54
108,서울,2023-03-28 03:00,54
108,서울,2023-03-28 04:00,51
108,서울,2023-03-28 05:00,40
108,서울,2023-03-28 06:00,42
108,서울,2023-03-28 07:00,45
108,서울,2023-03-28 08:00,46
108,서울,2023-03-28 09:00,51
108,서울,2023-03-28 10:00,65
108,서울,2023-03-28 11:00,68
108,서울,2023-03-28 12:00,61
108,서울,2023-03-28 13:00,61
108,서울,2023-03-28 14:00,66
108,서울,2023-03-28 15:00,79
108,서울,2023-03-28 16:00,94
108,서울,2023-03-28 17:00,112
108,서울,2023-03-28 18:00,128
108,서울,2023-03-28 19:00,106
108,서울,2023-03-28 20:00,90
108,서울,2023-03-28 21:00,57
108,서울,2023-03-28 22:00,49
108,서울,2023-03-28 23:00,52
108,서울,2023-03-29 00:00,54
115,울릉도독도(감),2023-03-23 01:00,6
115,울릉도독도(감),2023-03-23 02:00,8
115,울릉도독도(감),2023-03-23 03:00,13
115,울릉도독도(감),2023-03-23 04:00,10
115,울릉도독도(감),2023-03-23 06:00,11
115,울릉도독도(감),2023-03-23 09:00,6
115,울릉도독도(감),2023-03-23 10:00,8
115,울릉도독도(감),2023-03-23 11:00,6
115,울릉도독도(감),2023-03-23 15:00,8
115,울릉도독도(감),2023-03-23 18:00,4
115,울릉도독도(감),2023-03-23 19:00,7
115,울릉도독도(감),2023-03-23 20:00,5
115,울릉도독도(감),2023-03-23 21:00,9
115,울릉도독도(감),2023-03-23 22:00,9
115,울릉도독도(감),2023-03-23 23:00,10
115,울릉도독도(감),2023-03-24 00:00,6
115,울릉도독도(감),2023-03-24 02:00,27
115,울릉도독도(감),2023-03-24 03:00,79
115,울릉도독도(감),2023-03-24 04:00,203
115,울릉도독도(감),2023-03-24 05:00,165
115,울릉도독도(감),2023-03-24 06:00,186
115,울릉도독도(감),2023-03-24 07:00,170
115,울릉도독도(감),2023-03-24 08:00,150
115,울릉도독도(감),2023-03-24 09:00,123
115,울릉도독도(감),2023-03-24 10:00,98
115,울릉도독도(감),2023-03-24 11:00,86
115,울릉도독도(감),2023-03-24 12:00,85
115,울릉도독도(감),2023-03-24 13:00,81
115,울릉도독도(감),2023-03-24 14:00,73
115,울릉도독도(감),2023-03-24 15:00,76
115,울릉도독도(감),2023-03-24 16:00,60
115,울릉도독도(감),2023-03-24 17:00,70
115,울릉도독도(감),2023-03-24 18:00,78
115,울릉도독도(감),2023-03-24 19:00,80
115,울릉도독도(감),2023-03-24 20:00,98
115,울릉도독도(감),2023-03-24 21:00,101
115,울릉도독도(감),2023-03-24 22:00,107
115,울릉도독도(감),2023-03-24 23:00,121
115,울릉도독도(감),2023-03-25 00:00,120
115,울릉도독도(감),2023-03-25 01:00,122
115,울릉도독도(감),2023-03-25 02:00,106
115,울릉도독도(감),2023-03-25 03:00,114
115,울릉도독도(감),2023-03-25 04:00,93
115,울릉도독도(감),2023-03-25 05:00,76
115,울릉도독도(감),2023-03-25 06:00,90
115,울릉도독도(감),2023-03-25 07:00,143
115,울릉도독도(감),2023-03-25 08:00,161
115,울릉도독도(감),2023-03-25 09:00,160
115,울릉도독도(감),2023-03-25 10:00,173
115,울릉도독도(감),2023-03-25 11:00,156
115,울릉도독도(감),2023-03-25 12:00,155
115,울릉도독도(감),2023-03-25 13:00,152
115,울릉도독도(감),2023-03-25 14:00,157
115,울릉도독도(감),2023-03-25 15:00,160
115,울릉도독도(감),2023-03-25 16:00,149
115,울릉도독도(감),2023-03-25 17:00,121
115,울릉도독도(감),2023-03-25 18:00,121
115,울릉도독도(감),2023-03-25 19:00,116
115,울릉도독도(감),2023-03-25 20:00,122
115,울릉도독도(감),2023-03-25 21:00,136
115,울릉도독도(감),2023-03-25 22:00,133
115,울릉도독도(감),2023-03-25 23:00,132
115,울릉도독도(감),2023-03-26 00:00,138
115,울릉도독도(감),2023-03-26 01:00,142
115,울릉도독도(감),2023-03-26 02:00,187
115,울릉도독도(감),2023-03-26 03:00,270
115,울릉도독도(감),2023-03-26 04:00,307
115,울릉도독도(감),2023-03-26 05:00,328
115,울릉도독도(감),2023-03-26 06:00,269
115,울릉도독도(감),2023-03-26 07:00,243
115,울릉도독도(감),2023-03-26 08:00,269
115,울릉도독도(감),2023-03-26 09:00,280
115,울릉도독도(감),2023-03-26 10:00,271
115,울릉도독도(감),2023-03-26 11:00,279
115,울릉도독도(감),2023-03-26 12:00,287
115,울릉도독도(감),2023-03-26 13:00,281
115,울릉도독도(감),2023-03-26 14:00,272
115,울릉도독도(감),2023-03-26 15:00,266
115,울릉도독도(감),2023-03-26 16:00,251
115,울릉도독도(감),2023-03-26 17:00,241
115,울릉도독도(감),2023-03-26 18:00,218
115,울릉도독도(감),2023-03-26 19:00,217
115,울릉도독도(감),2023-03-26 20:00,127
115,울릉도독도(감),2023-03-26 21:00,73
115,울릉도독도(감),2023-03-26 22:00,52
115,울릉도독도(감),2023-03-26 23:00,69
115,울릉도독도(감),2023-03-27 00:00,60
115,울릉도독도(감),2023-03-27 01:00,70
115,울릉도독도(감),2023-03-27 02:00,99
115,울릉도독도(감),2023-03-27 03:00,100
115,울릉도독도(감),2023-03-27 04:00,96
115,울릉도독도(감),2023-03-27 05:00,102
115,울릉도독도(감),2023-03-27 06:00,93
115,울릉도독도(감),2023-03-27 07:00,93
115,울릉도독도(감),2023-03-27 08:00,93
115,울릉도독도(감),2023-03-27 09:00,95
115,울릉도독도(감),2023-03-27 10:00,87
115,울릉도독도(감),2023-03-27 11:00,85
115,울릉도독도(감),2023-03-27 12:00,84
115,울릉도독도(감),2023-03-27 13:00,92
115,울릉도독도(감),2023-03-27 14:00,87
115,울릉도독도(감),2023-03-27 15:00,79
115,울릉도독도(감),2023-03-27 16:00,70
115,울릉도독도(감),2023-03-27 17:00,70
115,울릉도독도(감),2023-03-27 18:00,76
115,울릉도독도(감),2023-03-27 19:00,74
115,울릉도독도(감),2023-03-27 20:00,69
115,울릉도독도(감),2023-03-27 21:00,65
115,울릉도독도(감),2023-03-27 22:00,77
115,울릉도독도(감),2023-03-27 23:00,83
115,울릉도독도(감),2023-03-28 00:00,75
115,울릉도독도(감),2023-03-28 01:00,80
115,울릉도독도(감),2023-03-28 02:00,73
115,울릉도독도(감),2023-03-28 03:00,66
115,울릉도독도(감),2023-03-28 04:00,70
115,울릉도독도(감),2023-03-28 05:00,68
115,울릉도독도(감),2023-03-28 06:00,60
115,울릉도독도(감),2023-03-28 07:00,65
115,울릉도독도(감),2023-03-28 08:00,64
115,울릉도독도(감),2023-03-28 09:00,67
115,울릉도독도(감),2023-03-28 10:00,66
115,울릉도독도(감),2023-03-28 11:00,68
115,울릉도독도(감),2023-03-28 12:00,69
115,울릉도독도(감),2023-03-28 13:00,76
115,울릉도독도(감),2023-03-28 14:00,75
115,울릉도독도(감),2023-03-28 15:00,70
115,울릉도독도(감),2023-03-28 16:00,60
115,울릉도독도(감),2023-03-28 17:00,55
115,울릉도독도(감),2023-03-28 18:00,58
115,울릉도독도(감),2023-03-28 19:00,52
115,울릉도독도(감),2023-03-28 20:00,56
115,울릉도독도(감),2023-03-28 21:00,56
115,울릉도독도(감),2023-03-28 22:00,49
115,울릉도독도(감),2023-03-28 23:00,52
115,울릉도독도(감),2023-03-29 00:00,51
116,관악산,2023-03-23 01:00,41
116,관악산,2023-03-23 02:00,37
116,관악산,2023-03-23 03:00,34
116,관악산,2023-03-23 04:00,26
116,관악산,2023-03-23 05:00,17
116,관악산,2023-03-23 06:00,19
116,관악산,2023-03-23 07:00,14
116,관악산,2023-03-23 08:00,17
116,관악산,2023-03-23 09:00,4
116,관악산,2023-03-23 10:00,11
116,관악산,2023-03-23 11:00,21
116,관악산,2023-03-23 12:00,24
116,관악산,2023-03-23 13:00,44
116,관악산,2023-03-23 14:00,61
116,관악산,2023-03-23 15:00,54
116,관악산,2023-03-23 16:00,46
116,관악산,2023-03-23 17:00,99
116,관악산,2023-03-23 18:00,188
116,관악산,2023-03-23 19:00,277
116,관악산,2023-03-23 20:00,364
116,관악산,2023-03-23 21:00,365
116,관악산,2023-03-23 22:00,301
116,관악산,2023-03-23 23:00,272
116,관악산,2023-03-24 00:00,236
116,관악산,2023-03-24 01:00,218
116,관악산,2023-03-24 02:00,194
116,관악산,2023-03-24 03:00,181
116,관악산,2023-03-24 04:00,194
116,관악산,2023-03-24 05:00,189
116,관악산,2023-03-24 06:00,172
116,관악산,2023-03-24 07:00,138
116,관악산,2023-03-24 08:00,162
116,관악산,2023-03-24 09:00,161
116,관악산,2023-03-24 10:00,135
116,관악산,2023-03-24 11:00,120
116,관악산,2023-03-24 12:00,137
116,관악산,2023-03-24 13:00,140
116,관악산,2023-03-24 14:00,139
116,관악산,2023-03-24 15:00,141
116,관악산,2023-03-24 16:00,136
116,관악산,2023-03-24 17:00,142
116,관악산,2023-03-24 18:00,128
116,관악산,2023-03-24 19:00,128
116,관악산,2023-03-24 20:00,114
116,관악산,2023-03-24 21:00,126
116,관악산,2023-03-24 22:00,125
116,관악산,2023-03-24 23:00,121
116,관악산,2023-03-25 00:00,125
116,관악산,2023-03-25 01:00,137
116,관악산,2023-03-25 02:00,136
116,관악산,2023-03-25 03:00,118
116,관악산,2023-03-25 04:00,115
116,관악산,2023-03-25 05:00,102
116,관악산,2023-03-25 06:00,102
116,관악산,2023-03-25 07:00,99
116,관악산,2023-03-25 08:00,96
116,관악산,2023-03-25 09:00,89
116,관악산,2023-03-25 10:00,104
116,관악산,2023-03-25 11:00,120
116,관악산,2023-03-25 12:00,125
116,관악산,2023-03-25 13:00,118
116,관악산,2023-03-25 14:00,133
116,관악산,2023-03-25 15:00,126
116,관악산,2023-03-25 16:00,105
116,관악산,2023-03-25 17:00,111
116,관악산,2023-03-25 18:00,117
116,관악산,2023-03-25 19:00,104
116,관악산,2023-03-25 20:00,101
116,관악산,2023-03-25 21:00,109
116,관악산,2023-03-25 22:00,110
116,관악산,2023-03-25 23:00,110
116,관악산,2023-03-26 00:00,102
116,관악산,2023-03-26 01:00,111
116,관악산,2023-03-26 02:00,109
116,관악산,2023-03-26 03:00,104
116,관악산,2023-03-26 04:00,87
116,관악산,2023-03-26 05:00,73
116,관악산,2023-03-26 06:00,70
116,관악산,2023-03-26 07:00,65
116,관악산,2023-03-26 08:00,57
116,관악산,2023-03-26 09:00,56
116,관악산,2023-03-26 10:00,71
116,관악산,2023-03-26 11:00,67
116,관악산,2023-03-26 12:00,58
116,관악산,2023-03-26 13:00,69
116,관악산,2023-03-26 14:00,56
116,관악산,2023-03-26 15:00,62
116,관악산,2023-03-26 16:00,50
116,관악산,2023-03-26 17:00,52
116,관악산,2023-03-26 18:00,39
116,관악산,2023-03-26 19:00,30
116,관악산,2023-03-26 20:00,24
116,관악산,2023-03-26 21:00,10
116,관악산,2023-03-26 22:00,15
116,관악산,2023-03-26 23:00,29
116,관악산,2023-03-27 00:00,27
116,관악산,2023-03-27 01:00,35
116,관악산,2023-03-27 02:00,29
116,관악산,2023-03-27 03:00,28
116,관악산,2023-03-27 04:00,37
116,관악산,2023-03-27 05:00,41
116,관악산,2023-03-27 06:00,41
116,관악산,2023-03-27 07:00,43
116,관악산,2023-03-27 08:00,41
116,관악산,2023-03-27 09:00,33
116,관악산,2023-03-27 10:00,43
116,관악산,2023-03-27 11:00,47
116,관악산,2023-03-27 12:00,64
116,관악산,2023-03-27 13:00,56
116,관악산,2023-03-27 14:00,64
116,관악산,2023-03-27 15:00,55
116,관악산,2023-03-27 16:00,52
116,관악산,2023-03-27 17:00,52
116,관악산,2023-03-27 18:00,32
116,관악산,2023-03-27 19:00,28
116,관악산,2023-03-27 20:00,37
116,관악산,2023-03-27 21:00,28
116,관악산,2023-03-27 22:00,28
116,관악산,2023-03-27 23:00,21
116,관악산,2023-03-28 00:00,36
116,관악산,2023-03-28 01:00,40
116,관악산,2023-03-28 02:00,47
116,관악산,2023-03-28 03:00,43
116,관악산,2023-03-28 04:00,41
116,관악산,2023-03-28 05:00,41
116,관악산,2023-03-28 06:00,40
116,관악산,2023-03-28 07:00,53
116,관악산,2023-03-28 08:00,44
116,관악산,2023-03-28 09:00,46
116,관악산,2023-03-28 10:00,47
116,관악산,2023-03-28 11:00,55
116,관악산,2023-03-28 12:00,53
116,관악산,2023-03-28 13:00,47
116,관악산,2023-03-28 14:00,52
116,관악산,2023-03-28 15:00,57
116,관악산,2023-03-28 16:00,72
116,관악산,2023-03-28 17:00,81
116,관악산,2023-03-28 18:00,76
116,관악산,2023-03-28 19:00,69
116,관악산,2023-03-28 20:00,64
116,관악산,2023-03-28 21:00,47
116,관악산,2023-03-28 22:00,50
116,관악산,2023-03-28 23:00,49
116,관악산,2023-03-29 00:00,80
119,수원,2023-03-23 01:00,61
119,수원,2023-03-23 02:00,65
119,수원,2023-03-23 03:00,63
119,수원,2023-03-23 04:00,68
119,수원,2023-03-23 05:00,68
119,수원,2023-03-23 06:00,81
119,수원,2023-03-23 07:00,92
119,수원,2023-03-23 08:00,97
119,수원,2023-03-23 09:00,98
119,수원,2023-03-23 10:00,93
119,수원,2023-03-23 11:00,69
119,수원,2023-03-23 12:00,47
119,수원,2023-03-23 13:00,32
119,수원,2023-03-23 14:00,35
119,수원,2023-03-23 15:00,59
119,수원,2023-03-23 16:00,55
119,수원,2023-03-23 17:00,85
119,수원,2023-03-23 18:00,126
119,수원,2023-03-23 19:00,170
119,수원,2023-03-23 20:00,240
119,수원,2023-03-23 21:00,242
119,수원,2023-03-23 22:00,228
119,수원,2023-03-23 23:00,227
119,수원,2023-03-24 00:00,212
119,수원,2023-03-24 01:00,180
119,수원,2023-03-24 02:00,157
119,수원,2023-03-24 03:00,131
119,수원,2023-03-24 04:00,126
119,수원,2023-03-24 05:00,115
119,수원,2023-03-24 06:00,118
119,수원,2023-03-24 07:00,111
119,수원,2023-03-24 08:00,117
119,수원,2023-03-24 09:00,113
119,수원,2023-03-24 10:00,105
119,수원,2023-03-24 11:00,96
119,수원,2023-03-24 12:00,96
119,수원,2023-03-24 13:00,112
119,수원,2023-03-24 14:00,107
119,수원,2023-03-24 15:00,111
119,수원,2023-03-24 16:00,138
119,수원,2023-03-24 17:00,138
119,수원,2023-03-24 18:00,126
119,수원,2023-03-24 19:00,116
119,수원,2023-03-24 20:00,113
119,수원,2023-03-24 21:00,107
119,수원,2023-03-24 22:00,105
119,수원,2023-03-24 23:00,92
119,수원,2023-03-25 00:00,87
119,수원,2023-03-25 01:00,80
119,수원,2023-03-25 02:00,79
119,수원,2023-03-25 03:00,71
119,수원,2023-03-25 04:00,70
119,수원,2023-03-25 05:00,74
119,수원,2023-03-25 06:00,74
119,수원,2023-03-25 07:00,75
119,수원,2023-03-25 08:00,69
119,수원,2023-03-25 09:00,71
119,수원,2023-03-25 10:00,76
119,수원,2023-03-25 11:00,66
119,수원,2023-03-25 12:00,74
119,수원,2023-03-25 13:00,77
119,수원,2023-03-25 14:00,63
119,수원,2023-03-25 15:00,65
119,수원,2023-03-25 16:00,48
119,수원,2023-03-25 17:00,94
119,수원,2023-03-25 18:00,108
119,수원,2023-03-25 19:00,111
119,수원,2023-03-25 20:00,105
119,수원,2023-03-25 21:00,104
119,수원,2023-03-25 22:00,119
119,수원,2023-03-25 23:00,111
119,수원,2023-03-26 00:00,100
119,수원,2023-03-26 01:00,99
119,수원,2023-03-26 02:00,97
119,수원,2023-03-26 03:00,83
119,수원,2023-03-26 04:00,82
119,수원,2023-03-26 05:00,77
119,수원,2023-03-26 06:00,68
119,수원,2023-03-26 07:00,70
119,수원,2023-03-26 08:00,59
119,수원,2023-03-26 09:00,55
119,수원,2023-03-26 10:00,61
119,수원,2023-03-26 11:00,58
119,수원,2023-03-26 12:00,56
119,수원,2023-03-26 13:00,50
119,수원,2023-03-26 14:00,46
119,수원,2023-03-26 15:00,52
119,수원,2023-03-26 16:00,73
119,수원,2023-03-26 17:00,61
119,수원,2023-03-26 18:00,58
119,수원,2023-03-26 19:00,46
119,수원,2023-03-26 20:00,40
119,수원,2023-03-26 21:00,32
119,수원,2023-03-26 22:00,41
119,수원,2023-03-26 23:00,40
119,수원,2023-03-27 00:00,39
119,수원,2023-03-27 01:00,37
119,수원,2023-03-27 02:00,43
119,수원,2023-03-27 03:00,54
119,수원,2023-03-27 04:00,49
119,수원,2023-03-27 05:00,53
119,수원,2023-03-27 06:00,52
119,수원,2023-03-27 07:00,50
119,수원,2023-03-27 08:00,58
119,수원,2023-03-27 09:00,57
119,수원,2023-03-27 10:00,55
119,수원,2023-03-27 11:00,64
119,수원,2023-03-27 12:00,69
119,수원,2023-03-27 13:00,62
119,수원,2023-03-27 14:00,64
119,수원,2023-03-27 15:00,51
119,수원,2023-03-27 16:00,48
119,수원,2023-03-27 17:00,73
119,수원,2023-03-27 18:00,76
119,수원,2023-03-27 19:00,77
119,수원,2023-03-27 20:00,70
119,수원,2023-03-27 21:00,55
119,수원,2023-03-27 22:00,53
119,수원,2023-03-27 23:00,56
119,수원,2023-03-28 00:00,52
119,수원,2023-03-28 01:00,39
119,수원,2023-03-28 02:00,42
119,수원,2023-03-28 03:00,52
119,수원,2023-03-28 04:00,68
119,수원,2023-03-28 05:00,77
119,수원,2023-03-28 06:00,66
119,수원,2023-03-28 07:00,66
119,수원,2023-03-28 08:00,69
119,수원,2023-03-28 09:00,55
119,수원,2023-03-28 10:00,72
119,수원,2023-03-28 11:00,67
119,수원,2023-03-28 12:00,53
119,수원,2023-03-28 13:00,53
119,수원,2023-03-28 14:00,64
119,수원,2023-03-28 15:00,68
119,수원,2023-03-28 16:00,87
119,수원,2023-03-28 17:00,89
119,수원,2023-03-28 18:00,81
119,수원,2023-03-28 19:00,87
119,수원,2023-03-28 20:00,87
119,수원,2023-03-28 21:00,78
119,수원,2023-03-28 22:00,76
119,수원,2023-03-28 23:00,78
119,수원,2023-03-29 00:00,82
121,영월,2023-03-23 01:00,23
121,영월,2023-03-23 02:00,17
121,영월,2023-03-23 03:00,16
121,영월,2023-03-23 04:00,15
121,영월,2023-03-23 05:00,15
121,영월,2023-03-23 06:00,12
121,영월,2023-03-23 07:00,15
121,영월,2023-03-23 08:00,15
121,영월,2023-03-23 09:00,14
121,영월,2023-03-23 10:00,12
121,영월,2023-03-23 11:00,12
121,영월,2023-03-23 12:00,11
121,영월,2023-03-23 13:00,11
121,영월,2023-03-23 14:00,9
121,영월,2023-03-23 15:00,18
121,영월,2023-03-23 16:00,10
121,영월,2023-03-23 17:00,27
121,영월,2023-03-23 18:00,31
121,영월,2023-03-23 19:00,34
121,영월,2023-03-23 20:00,37
121,영월,2023-03-23 21:00,30
121,영월,2023-03-23 22:00,18
121,영월,2023-03-23 23:00,18
121,영월,2023-03-24 00:00,14
121,영월,2023-03-24 01:00,14
121,영월,2023-03-24 02:00,13
121,영월,2023-03-24 03:00,15
121,영월,2023-03-24 04:00,13
121,영월,2023-03-24 05:00,12
121,영월,2023-03-24 06:00,11
121,영월,2023-03-24 07:00,18
121,영월,2023-03-24 08:00,36
121,영월,2023-03-24 09:00,64
121,영월,2023-03-24 10:00,103
121,영월,2023-03-24 11:00,113
121,영월,2023-03-24 12:00,99
121,영월,2023-03-24 13:00,102
121,영월,2023-03-24 14:00,123
121,영월,2023-03-24 15:00,136
121,영월,2023-03-24 16:00,128
121,영월,2023-03-24 17:00,122
121,영월,2023-03-24 18:00,120
121,영월,2023-03-24 19:00,115
121,영월,2023-03-24 20:00,113
121,영월,2023-03-24 21:00,119
121,영월,2023-03-24 22:00,104
121,영월,2023-03-24 23:00,96
121,영월,2023-03-25 00:00,84
121,영월,2023-03-25 01:00,83
121,영월,2023-03-25 02:00,78
121,영월,2023-03-25 03:00,63
121,영월,2023-03-25 04:00,55
121,영월,2023-03-25 05:00,43
121,영월,2023-03-25 06:00,38
121,영월,2023-03-25 07:00,25
121,영월,2023-03-25 08:00,19
121,영월,2023-03-25 09:00,24
121,영월,2023-03-25 10:00,17
121,영월,2023-03-25 11:00,23
121,영월,2023-03-25 12:00,22
121,영월,2023-03-25 13:00,27
121,영월,2023-03-25 14:00,33
121,영월,2023-03-25 15:00,34
121,영월,2023-03-25 16:00,39
121,영월,2023-03-25 17:00,46
121,영월,2023-03-25 18:00,45
121,영월,2023-03-25 19:00,58
121,영월,2023-03-25 20:00,51
121,영월,2023-03-25 21:00,48
121,영월,2023-03-25 22:00,50
121,영월,2023-03-25 23:00,49
121,영월,2023-03-26 00:00,51
121,영월,2023-03-26 01:00,43
121,영월,2023-03-26 02:00,49
121,영월,2023-03-26 03:00,45
121,영월,2023-03-26 04:00,46
121,영월,2023-03-26 05:00,51
121,영월,2023-03-26 06:00,49
121,영월,2023-03-26 07:00,47
121,영월,2023-03-26 08:00,49
121,영월,2023-03-26 09:00,46
121,영월,2023-03-26 10:00,54
121,영월,2023-03-26 11:00,71
121,영월,2023-03-26 12:00,82
121,영월,2023-03-26 13:00,96
121,영월,2023-03-26 14:00,103
121,영월,2023-03-26 15:00,98
121,영월,2023-03-26 16:00,70
121,영월,2023-03-26 17:00,47
121,영월,2023-03-26 18:00,32
121,영월,2023-03-26 19:00,34
121,영월,2023-03-26 20:00,23
121,영월,2023-03-26 21:00,24
121,영월,2023-03-26 22:00,35
121,영월,2023-03-26 23:00,29
121,영월,2023-03-27 00:00,27
121,영월,2023-03-27 01:00,27
121,영월,2023-03-27 02:00,23
121,영월,2023-03-27 03:00,25
121,영월,2023-03-27 04:00,25
121,영월,2023-03-27 05:00,21
121,영월,2023-03-27 06:00,24
121,영월,2023-03-27 07:00,19
121,영월,2023-03-27 08:00,17
121,영월,2023-03-27 09:00,28
121,영월,2023-03-27 10:00,30
121,영월,2023-03-27 11:00,24
121,영월,2023-03-27 12:00,36
121,영월,2023-03-27 13:00,35
121,영월,2023-03-27 14:00,44
121,영월,2023-03-27 15:00,42
121,영월,2023-03-27 16:00,50
121,영월,2023-03-27 17:00,60
121,영월,2023-03-27 18:00,49
121,영월,2023-03-27 19:00,42
121,영월,2023-03-27 20:00,32
121,영월,2023-03-27 21:00,31
121,영월,2023-03-27 22:00,39
121,영월,2023-03-27 23:00,35
121,영월,2023-03-28 00:00,39
121,영월,2023-03-28 01:00,41
121,영월,2023-03-28 02:00,41
121,영월,2023-03-28 03:00,41
121,영월,2023-03-28 04:00,38
121,영월,2023-03-28 05:00,39
121,영월,2023-03-28 06:00,37
121,영월,2023-03-28 07:00,35
121,영월,2023-03-28 08:00,28
121,영월,2023-03-28 09:00,36
121,영월,2023-03-28 10:00,41
121,영월,2023-03-28 11:00,37
121,영월,2023-03-28 12:00,38
121,영월,2023-03-28 13:00,49
121,영월,2023-03-28 14:00,70
121,영월,2023-03-28 15:00,81
121,영월,2023-03-28 16:00,99
121,영월,2023-03-28 17:00,106
121,영월,2023-03-28 18:00,109
121,영월,2023-03-28 19:00,113
121,영월,2023-03-28 20:00,105
121,영월,2023-03-28 21:00,102
121,영월,2023-03-28 22:00,93
121,영월,2023-03-28 23:00,89
121,영월,2023-03-29 00:00,97
130,울진,2023-03-23 01:00,21
130,울진,2023-03-23 02:00,21
130,울진,2023-03-23 03:00,21
130,울진,2023-03-23 04:00,20
130,울진,2023-03-23 05:00,22
130,울진,2023-03-23 06:00,33
130,울진,2023-03-23 07:00,34
130,울진,2023-03-23 08:00,27
130,울진,2023-03-23 09:00,20
130,울진,2023-03-23 10:00,22
130,울진,2023-03-23 11:00,11
130,울진,2023-03-23 12:00,23
130,울진,2023-03-23 13:00,22
130,울진,2023-03-23 14:00,21
130,울진,2023-03-23 15:00,26
130,울진,2023-03-23 16:00,31
130,울진,2023-03-23 17:00,22
130,울진,2023-03-23 18:00,15
130,울진,2023-03-23 19:00,14
130,울진,2023-03-23 20:00,35
130,울진,2023-03-23 21:00,63
130,울진,2023-03-23 22:00,50
130,울진,2023-03-23 23:00,100
130,울진,2023-03-24 00:00,107
130,울진,2023-03-24 01:00,75
130,울진,2023-03-24 02:00,63
130,울진,2023-03-24 03:00,53
130,울진,2023-03-24 04:00,70
130,울진,2023-03-24 05:00,70
130,울진,2023-03-24 06:00,88
130,울진,2023-03-24 07:00,105
130,울진,2023-03-24 08:00,145
130,울진,2023-03-24 09:00,166
130,울진,2023-03-24 10:00,167
130,울진,2023-03-24 11:00,130
130,울진,2023-03-24 12:00,124
130,울진,2023-03-24 13:00,116
130,울진,2023-03-24 14:00,99
130,울진,2023-03-24 15:00,94
130,울진,2023-03-24 16:00,87
130,울진,2023-03-24 17:00,79
130,울진,2023-03-24 18:00,78
130,울진,2023-03-24 19:00,81
130,울진,2023-03-24 20:00,82
130,울진,2023-03-24 21:00,79
130,울진,2023-03-24 22:00,80
130,울진,2023-03-24 23:00,69
130,울진,2023-03-25 00:00,62
130,울진,2023-03-25 01:00,54
130,울진,2023-03-25 02:00,60
130,울진,2023-03-25 03:00,61
130,울진,2023-03-25 04:00,64
130,울진,2023-03-25 05:00,69
130,울진,2023-03-25 06:00,73
130,울진,2023-03-25 07:00,85
130,울진,2023-03-25 08:00,86
130,울진,2023-03-25 09:00,102
130,울진,2023-03-25 10:00,86
130,울진,2023-03-25 11:00,70
130,울진,2023-03-25 12:00,85
130,울진,2023-03-25 13:00,110
130,울진,2023-03-25 14:00,106
130,울진,2023-03-25 15:00,99
130,울진,2023-03-25 16:00,94
130,울진,2023-03-25 17:00,108
130,울진,2023-03-25 18:00,116
130,울진,2023-03-25 19:00,125
130,울진,2023-03-25 20:00,117
130,울진,2023-03-25 21:00,113
130,울진,2023-03-25 22:00,106
130,울진,2023-03-25 23:00,107
